Date Live,Game ID,Grid Key,Answer Key,QA Link,Name,DB status,TS Difficulty Rating,Size,Dupe?,QA?,Notes,Win Rate Overall,New Player Win Rate,India WR,India NPWR
6/10,41,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 6, 6, 4, 4, 1, 1, 1, 4, 3, 3, 6, 4, 8, 8, 8, 4, 4, 4, 3, 6, 4, 4, 4, 8, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 4, 4, 5, 4, 2, 2, 2, 4, 7, 5, 5, 5, 0, 2, 4, 4, 4, 7, 7, 4, 4, 0, 0, 0, 4, 4, 4, 4, 4, 4]","[4, 15, 21, 34, 38, 53, 55, 68, 72]",https://www.linkedin.com/games/queens/?puzzleId=41,"""Paired Ls""",DB Game is good,Easy,9x9,Unique,,Hinter works,,,,
6/11,42,"[6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 0, 1, 1, 5, 5, 6, 6, 0, 0, 1, 1, 1, 5, 6, 0, 0, 4, 4, 1, 1, 5, 6, 3, 3, 4, 4, 2, 2, 5, 6, 6, 3, 3, 2, 2, 5, 5, 6, 6, 6, 3, 2, 5, 5, 7, 6, 6, 7, 7, 7, 7, 7, 7]","[7, 11, 22, 28, 33, 45, 48, 58]",https://www.linkedin.com/games/queens/?puzzleId=42,"""Bloated Box""",DB Game is good,Medium,8x8,Unique,,Hinter works,,,,
6/12,43,"[6, 6, 6, 6, 6, 2, 4, 4, 4, 4, 4, 2, 2, 2, 2, 4, 4, 3, 3, 3, 1, 1, 4, 4, 4, 3, 7, 0, 0, 1, 1, 4, 4, 3, 7, 0, 0, 0, 1, 4, 4, 4, 7, 7, 5, 5, 5, 4, 4, 4, 4, 7, 5, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 13, 17, 27, 38, 42, 52, 63]",https://www.linkedin.com/games/queens/?puzzleId=43,"""Seven Pentominoes""",DB Game is good,Medium,8x8,Unique,,Hinter works,,,,
6/13,44,"[7, 7, 7, 7, 7, 6, 6, 6, 7, 7, 2, 2, 2, 3, 6, 6, 7, 2, 2, 4, 4, 3, 3, 6, 7, 2, 4, 4, 4, 4, 0, 6, 7, 2, 4, 4, 4, 4, 0, 5, 7, 2, 1, 4, 4, 0, 0, 5, 7, 7, 1, 1, 0, 0, 5, 5, 7, 7, 7, 7, 7, 5, 5, 5]","[7, 13, 17, 27, 32, 42, 52, 62]",https://www.linkedin.com/games/queens/?puzzleId=44,"""Big O""",DB Game is good,Easy,8x8,Unique,,Hinter works,,,,
,ORANGE,"[7, 7, 7, 7, 7, 6, 6, 6, 7, 7, 2, 2, 2, 3, 6, 6, 7, 2, 2, 1, 1, 3, 3, 6, 7, 2, 1, 1, 1, 1, 0, 6, 7, 2, 1, 1, 1, 1, 0, 5, 7, 2, 4, 1, 1, 0, 0, 5, 7, 7, 4, 4, 0, 0, 5, 5, 7, 7, 7, 7, 7, 5, 5, 5]","[7, 13, 17, 27, 32, 42, 52, 62]",,,,,,Unique,,,,,,
6/14,45,"[4, 4, 0, 0, 0, 4, 4, 4, 6, 4, 4, 4, 4, 4, 1, 4, 6, 6, 4, 4, 4, 1, 1, 4, 4, 4, 4, 5, 4, 4, 4, 4, 3, 4, 5, 5, 4, 4, 4, 2, 3, 4, 4, 4, 4, 4, 2, 2, 3, 4, 4, 7, 7, 4, 4, 4, 4, 4, 4, 7, 4, 4, 4, 4]","[4, 14, 17, 29, 34, 47, 48, 59]",https://www.linkedin.com/games/queens/?puzzleId=45,"""Triominoes""",DB Game is good,Easy,8x8,Unique,,Hinter works,,,,
,ORANGE,"[1, 1, 0, 0, 0, 1, 1, 1, 6, 1, 1, 1, 1, 1, 2, 1, 6, 6, 1, 1, 1, 2, 2, 1, 1, 1, 1, 5, 1, 1, 1, 1, 3, 1, 5, 5, 1, 1, 1, 4, 3, 1, 1, 1, 1, 1, 4, 4, 3, 1, 1, 7, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1]","[4, 14, 17, 29, 34, 47, 48, 59]",,,,,,Unique,,,,,,
6/15,46,"[4, 4, 4, 4, 4, 4, 7, 7, 4, 4, 4, 4, 3, 7, 7, 6, 4, 0, 0, 4, 3, 3, 6, 6, 0, 0, 1, 4, 4, 3, 6, 4, 4, 1, 1, 4, 4, 4, 4, 4, 4, 1, 2, 2, 4, 4, 4, 4, 4, 2, 2, 4, 4, 5, 5, 4, 4, 4, 4, 4, 4, 4, 5, 5]","[7, 12, 18, 30, 33, 43, 53, 56]",https://www.linkedin.com/games/queens/?puzzleId=46,"""S Tetrominoes""",DB Game is good,Easy,8x8,Unique,,Hinter works,,,,
,ORANGE,"[1, 1, 1, 1, 1, 1, 7, 7, 1, 1, 1, 1, 3, 7, 7, 6, 1, 0, 0, 1, 3, 3, 6, 6, 0, 0, 10, 1, 1, 3, 6, 1, 1, 10, 10, 1, 1, 1, 1, 1, 1, 10, 4, 4, 1, 1, 1, 1, 1, 4, 4, 1, 1, 5, 5, 1, 1, 1, 1, 1, 1, 1, 5, 5]","[7, 12, 18, 30, 33, 43, 53, 56]",,,,,,Unique,,,,,,
6/16,47,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 8, 4, 4, 4, 4, 4, 9, 9, 4, 8, 8, 4, 7, 7, 4, 4, 9, 9, 1, 1, 4, 4, 7, 7, 4, 4, 3, 3, 1, 1, 4, 5, 5, 5, 4, 4, 3, 3, 4, 4, 4, 5, 5, 5, 4, 2, 2, 2, 2, 4, 4, 5, 5, 5, 4, 2, 2, 2, 2, 4, 6, 6, 0, 0, 4, 2, 2, 2, 2, 4, 6, 6, 0, 0, 4, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4]","[9, 14, 22, 37, 43, 51, 66, 78, 85, 90]",https://www.linkedin.com/games/queens/?puzzleId=47,"""Square Dance""",DB Game is good,Easy,10x10,Unique,,Hinter works,,,,
,ORANGE,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 8, 1, 1, 1, 1, 1, 9, 9, 1, 8, 8, 1, 7, 7, 1, 1, 9, 9, 10, 10, 1, 1, 7, 7, 1, 1, 3, 3, 10, 10, 1, 5, 5, 5, 1, 1, 3, 3, 1, 1, 1, 5, 5, 5, 1, 2, 2, 2, 2, 1, 1, 5, 5, 5, 1, 2, 2, 2, 2, 1, 6, 6, 0, 0, 1, 2, 2, 2, 2, 1, 6, 6, 0, 0, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]","[9, 14, 22, 37, 43, 51, 66, 78, 85, 90]",,,,,,Unique,,,,,,
6/17,48,"[6, 6, 6, 8, 8, 8, 8, 8, 8, 6, 5, 5, 5, 5, 2, 2, 2, 8, 6, 1, 5, 0, 0, 0, 2, 2, 8, 6, 1, 0, 0, 0, 0, 0, 3, 8, 6, 1, 0, 0, 4, 0, 0, 3, 8, 6, 1, 0, 0, 0, 0, 0, 3, 8, 7, 1, 1, 0, 0, 0, 3, 3, 8, 7, 3, 3, 3, 3, 3, 3, 3, 8, 7, 7, 8, 8, 8, 8, 8, 8, 8]","[8, 12, 25, 27, 40, 51, 56, 68, 73]",https://www.linkedin.com/games/queens/?puzzleId=48,"""Turntable""",DB Game is good,Easy,9x9,Unique,,Hinter works,,,,
6/18,49,"[4, 0, 0, 1, 3, 4, 4, 4, 4, 0, 0, 1, 3, 4, 4, 4, 4, 2, 2, 2, 3, 4, 4, 4, 4, 2, 2, 2, 3, 4, 6, 6, 4, 4, 4, 4, 4, 4, 6, 6, 4, 4, 4, 4, 4, 4, 6, 6, 4, 4, 4, 4, 4, 4, 5, 5, 7, 7, 7, 7, 7, 7, 5, 5]","[3, 9, 20, 26, 38, 40, 55, 61]",https://www.linkedin.com/games/queens/?puzzleId=49,"""Mondrianesque""",DB Game is good,Easy-Medium,8x8,Unique,,Hinter works,,,,
6/19,50,"[0, 0, 0, 1, 1, 2, 2, 0, 0, 3, 0, 0, 1, 1, 2, 0, 0, 3, 3, 0, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 4, 4, 5, 5, 6, 0, 0, 4, 4, 5, 5, 6, 6, 0, 0, 4, 7, 5, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0]","[6, 12, 23, 27, 33, 45, 50, 56]",https://www.linkedin.com/games/queens/?puzzleId=50,"""V and W"" - NOT THOMAS",DB Game is good,Easy-Medium,8x8,Unique,,Hinter works,,,,
6/20,51,"[4, 4, 4, 4, 4, 0, 4, 4, 8, 4, 4, 4, 7, 4, 4, 4, 4, 8, 8, 4, 1, 4, 7, 4, 4, 4, 4, 8, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 3, 3, 3, 4, 1, 4, 4, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 9, 4, 4, 6, 6, 4, 4, 4, 4, 9, 9, 9, 4, 6, 6, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 4, 4]","[5, 12, 27, 33, 48, 50, 64, 79, 81, 96]",https://www.linkedin.com/games/queens/?puzzleId=51,"""All Small Ominoes""",DB Game is good,Medium,10x10,Unique,,Hinter works,,,,
6/21,52,"[4, 4, 4, 4, 4, 4, 4, 9, 9, 9, 4, 4, 7, 4, 4, 2, 4, 4, 9, 9, 4, 7, 7, 0, 0, 2, 2, 4, 4, 9, 7, 7, 0, 0, 1, 1, 2, 2, 4, 4, 6, 6, 0, 1, 1, 4, 4, 3, 3, 4, 4, 6, 6, 1, 4, 4, 3, 3, 4, 4, 4, 4, 6, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 8, 4, 4, 4, 4, 5, 5, 4, 4, 8, 8, 4, 4, 4, 5, 5, 4, 4, 8, 8, 4, 4]","[8, 15, 23, 30, 44, 51, 66, 79, 87, 92]",https://www.linkedin.com/games/queens/?puzzleId=52,"""WWW""",DB Game is good,Medium,10x10,Unique,,Hinter works,,,,
6/22,53,"[6, 6, 6, 6, 1, 1, 1, 0, 9, 9, 9, 6, 6, 6, 6, 1, 0, 0, 0, 9, 9, 9, 6, 6, 6, 6, 1, 0, 9, 9, 9, 9, 9, 6, 6, 6, 6, 2, 9, 9, 9, 9, 9, 8, 6, 6, 6, 2, 2, 2, 9, 8, 8, 8, 8, 5, 5, 6, 2, 9, 9, 9, 9, 9, 9, 10, 3, 5, 5, 5, 9, 9, 9, 9, 9, 9, 10, 3, 3, 3, 9, 9, 9, 9, 7, 7, 10, 10, 3, 4, 4, 9, 9, 9, 9, 9, 7, 9, 10, 4, 4, 9, 9, 9, 9, 9, 7, 7, 9, 9, 4, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]","[5, 18, 24, 37, 53, 61, 69, 78, 98, 107, 110]",https://www.linkedin.com/games/queens/?puzzleId=53,"""Pentomino Clusters""",DB Game is good,Medium-Hard,11x11,Unique,,Hinter works,,,,
6/23,54,"[5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 5, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 5, 5, 5, 4, 10, 10, 10, 4, 0, 4, 3, 5, 4, 4, 4, 10, 4, 9, 4, 4, 4, 3, 6, 4, 10, 10, 10, 4, 9, 9, 3, 3, 3, 6, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 6, 6, 6, 8, 8, 4, 7, 7, 7, 4, 3, 6, 4, 6, 4, 8, 4, 4, 4, 7, 4, 3, 6, 4, 6, 4, 8, 4, 1, 4, 7, 4, 2, 6, 4, 4, 4, 4, 4, 1, 4, 4, 4, 2, 6, 4, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[7, 11, 26, 39, 53, 56, 69, 85, 90, 109, 115]",https://www.linkedin.com/games/queens/?puzzleId=54,"""Maze""",DB Game is good,Hard ,11x11,Unique,,Hinter works,,,,
6/24,55,"[0, 0, 0, 1, 1, 2, 2, 2, 1, 0, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 4, 3, 5, 5, 4, 4, 4, 4, 4, 3, 5, 6, 4, 3, 7, 4, 4, 3, 5, 6, 4, 3, 7, 4, 4, 3, 3, 3, 3, 3, 3, 3, 4]","[0, 14, 19, 31, 33, 45, 50, 60]",https://www.linkedin.com/games/queens/?puzzleId=55,"""Crown"" - NOT THOMAS",DB Game is good,Easy,8x8,Unique,,Hinter works,,,,
6/25,56,"[6, 2, 2, 2, 2, 2, 2, 6, 2, 5, 5, 5, 2, 2, 6, 5, 5, 5, 5, 5, 2, 6, 1, 4, 4, 4, 0, 2, 6, 1, 1, 1, 0, 0, 2, 6, 6, 1, 1, 0, 3, 2, 6, 6, 6, 3, 3, 3, 2]","[0, 13, 15, 24, 33, 37, 46]",https://www.linkedin.com/games/queens/?puzzleId=56,"""Wedding Band""",DB Game is good,Easy,7x7,Unique,TRUE,Hinter works,,,,
6/26,57,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 5, 5, 6, 6, 3, 3, 0, 4, 5, 7, 6, 4, 3, 4, 4, 4, 5, 7, 6, 4, 3, 4, 4, 4, 7, 7, 6, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 4, 4]","[5, 11, 16, 28, 34, 46, 49, 63]",https://www.linkedin.com/games/queens/?puzzleId=57,"""Hanging on the Line""",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,,,,
,ORANGE,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 5, 5, 6, 6, 3, 3, 0, 1, 5, 7, 6, 1, 3, 1, 1, 1, 5, 7, 6, 1, 3, 1, 1, 1, 7, 7, 6, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 1, 1]","[5, 11, 16, 28, 34, 46, 49, 63]",,,,,,Unique,,,,,,
6/27,58,"[0, 1, 2, 2, 2, 3, 0, 4, 0, 1, 1, 2, 3, 3, 0, 4, 0, 1, 5, 5, 5, 3, 0, 4, 0, 0, 0, 5, 0, 0, 0, 4, 6, 0, 0, 0, 0, 0, 7, 4, 6, 6, 7, 7, 7, 7, 7, 4, 6, 6, 6, 7, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 4]","[4, 10, 21, 27, 33, 46, 48, 63]",https://www.linkedin.com/games/queens/?puzzleId=58,"""T Up"" - NOT THOMAS",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,,,,
6/28,59,"[0, 0, 1, 1, 2, 2, 2, 2, 2, 0, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 4, 1, 4, 5, 5, 5, 3, 6, 6, 4, 1, 4, 5, 5, 5, 3, 3, 6, 4, 1, 4, 5, 7, 5, 3, 6, 6, 4, 1, 4, 5, 8, 5, 3, 6, 6, 4, 4, 4, 5, 8, 5, 6, 6, 6, 6, 6, 6, 8, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[5, 9, 20, 31, 43, 48, 62, 69, 73]",https://www.linkedin.com/games/queens/?puzzleId=59,"""Fun"" - NOT THOMAS",DB Game is good,Easy,9x9,Unique,TRUE,Hinter works,,,,
,COLOR CHANGE,"[0, 0, 1, 1, 2, 2, 2, 2, 2, 0, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 4, 1, 4, 8, 8, 8, 3, 6, 6, 4, 1, 4, 8, 8, 8, 3, 3, 6, 4, 1, 4, 8, 7, 8, 3, 6, 6, 4, 1, 4, 8, 5, 8, 3, 6, 6, 4, 4, 4, 8, 5, 8, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[5, 9, 20, 31, 43, 48, 62, 69, 73]",,,,,,Unique,TRUE,,,,,
6/29,60,"[3, 3, 4, 4, 4, 4, 5, 5, 3, 1, 1, 1, 1, 4, 5, 5, 0, 1, 1, 1, 1, 4, 5, 5, 0, 1, 1, 1, 1, 4, 4, 4, 0, 0, 0, 1, 1, 1, 1, 2, 6, 6, 7, 1, 1, 1, 1, 2, 6, 6, 7, 1, 1, 1, 1, 2, 6, 6, 7, 7, 2, 2, 2, 2]","[5, 8, 22, 28, 34, 47, 49, 59]",https://www.linkedin.com/games/queens/?puzzleId=60,"""Rubber Band""",DB Game is good,Easy-Medium,8x8,Unique,TRUE,Hinter works,,,,
6/30,61,"[6, 6, 6, 4, 4, 4, 4, 7, 7, 6, 6, 2, 3, 3, 4, 4, 7, 7, 6, 6, 2, 2, 3, 3, 4, 7, 7, 6, 6, 2, 3, 3, 4, 4, 5, 7, 6, 6, 6, 6, 4, 4, 5, 5, 5, 6, 0, 6, 6, 6, 4, 5, 8, 5, 0, 0, 0, 6, 6, 4, 8, 8, 8, 0, 1, 0, 4, 4, 4, 4, 4, 4, 1, 1, 1, 4, 4, 4, 4, 4, 4]","[8, 11, 23, 34, 39, 46, 60, 67, 72]",https://www.linkedin.com/games/queens/?puzzleId=61,"""Three D""",DB Game is good,Easy-Medium,9x9,Unique,TRUE,Hinter works,,,,
7/1,62,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 3, 4, 1, 5, 4, 4, 4, 4, 4, 1, 5, 4, 1, 1, 1, 1, 1, 5, 4, 6, 6, 6, 5, 5, 5]","[4, 9, 19, 24, 28, 41, 43]",https://www.linkedin.com/games/queens/?puzzleId=62,"""Worms""- NOT THOMAS",DB Game is good,Easy,7x7,Unique,TRUE,Hinter works,,,,
7/2,63,"[0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 5, 5, 3, 3, 3, 2, 0, 0, 0, 5, 3, 3, 4, 3, 3, 0, 0, 3, 3, 3, 4, 4, 4, 3, 0, 0, 3, 4, 3, 4, 4, 3, 3, 0, 0, 3, 4, 4, 4, 3, 3, 6, 0, 0, 3, 4, 4, 4, 3, 6, 6, 0, 7, 3, 3, 3, 3, 3, 8, 6, 7, 7, 7, 7, 7, 7, 8, 8, 6]","[5, 17, 21, 27, 38, 49, 61, 64, 78]",https://www.linkedin.com/games/queens/?puzzleId=63,"""Pear"" - NOT THOMAS",DB Game is good,Easy,9x9,Unique,TRUE,Hinter works,,,,
7/3,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 2, 2, 2, 2, 1, 3, 0, 1, 4, 5, 5, 2, 1, 3, 0, 1, 4, 6, 5, 2, 1, 3, 0, 7, 4, 6, 6, 6, 1, 3, 0, 7, 4, 4, 4, 1, 1, 3, 0, 7, 7, 7, 7, 7, 3, 3]","[0, 14, 18, 28, 39, 45, 51, 57]",https://www.linkedin.com/games/queens/?puzzleId=64,"""Journey to the Center of the Earth"" - NOT THOMAS",DB Game is good,Easy-Medium,8x8,Unique,TRUE,Hinter works,,,,
7/4,65,"[0, 0, 1, 1, 1, 2, 2, 3, 3, 3, 0, 0, 0, 1, 2, 2, 2, 3, 4, 3, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 0, 0, 0, 1, 2, 2, 2, 3, 5, 3, 0, 0, 1, 1, 1, 2, 2, 3, 5, 3, 0, 6, 6, 6, 7, 8, 9, 8, 5, 5, 0, 6, 6, 7, 7, 8, 9, 8, 5, 5, 0, 6, 6, 6, 7, 8, 8, 8, 5, 5, 0, 0, 0, 6, 7, 7, 8, 5, 5, 5, 0, 6, 6, 6, 7, 7, 8, 5, 5, 5]","[2, 18, 20, 34, 49, 56, 63, 75, 87, 91]",https://www.linkedin.com/games/queens/?puzzleId=65,"""EASY"" - NOT THOMAS",DB Game is good,Easy-Medium,10x10,Unique,TRUE,Hinter works,,,,
7/5,66,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 0, 0, 1, 3, 3, 3, 3, 2, 0, 0, 1, 3, 4, 4, 3, 2, 5, 0, 1, 3, 4, 4, 6, 2, 5, 5, 1, 3, 3, 6, 6, 7, 5, 5, 1, 1, 1, 1, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[7, 12, 17, 27, 37, 42, 54, 56]",https://www.linkedin.com/games/queens/?puzzleId=66,"""Wrapped"" - NOT THOMAS",DB Game is good,Medium,8x8,Unique,TRUE,Hinter works,,,,
7/6,67,"[7, 7, 7, 7, 7, 7, 7, 6, 6, 7, 7, 1, 1, 7, 7, 7, 6, 6, 7, 7, 1, 0, 0, 6, 6, 6, 6, 8, 7, 1, 1, 0, 2, 6, 5, 6, 8, 8, 8, 1, 0, 2, 6, 5, 6, 8, 8, 8, 1, 0, 2, 2, 5, 5, 8, 8, 8, 8, 0, 0, 2, 4, 5, 8, 8, 8, 8, 3, 2, 2, 4, 5, 3, 3, 3, 3, 3, 4, 4, 4, 4]","[1, 12, 24, 27, 41, 53, 58, 70, 74]",https://www.linkedin.com/games/queens/?puzzleId=67,"""Spinner""",DB Game is good,Medium,9x9,Unique,TRUE,Hinter works,,,,
7/7,68,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 3, 8, 8, 8, 2, 8, 8, 3, 3, 3, 0, 0, 0, 2, 2, 2, 6, 6, 3, 4, 0, 5, 2, 7, 7, 7, 6, 4, 4, 0, 5, 5, 7, 7, 7, 6, 4, 1, 1, 1, 5, 5, 7, 7, 6, 4, 4, 1, 5, 5, 7, 7, 7, 4, 4, 4, 1, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]","[8, 15, 18, 31, 37, 48, 59, 65, 79]",https://www.linkedin.com/games/queens/?puzzleId=68,"""Crossed Ts""",DB Game is good,Medium-Hard,9x9,Unique,TRUE,Hinter works,,,,
7/8,69,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 3, 0, 0, 1, 2, 0, 2, 2, 0, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 4, 2, 2, 1, 5, 1, 2, 4, 6, 5, 5, 5, 1, 4, 4, 6, 5, 5, 5, 5]","[5, 10, 14, 27, 29, 39, 44]",https://www.linkedin.com/games/queens/?puzzleId=69,"""Locked"" - NOT THOMAS",DB Game is good,Easy,7x7,Unique,TRUE,Hinter works,,,,
7/9,70,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 1, 1, 1, 3, 0, 0, 4, 4, 1, 1, 1, 3, 3, 0, 4, 4, 5, 1, 1, 0, 3, 0, 4, 4, 5, 5, 1, 0, 0, 0, 4, 4, 6, 6, 1, 0, 0, 4, 4, 4, 4, 6, 1, 0, 0, 4, 7, 7, 4, 6, 6]","[0, 11, 23, 29, 33, 46, 50, 60]",https://www.linkedin.com/games/queens/?puzzleId=70,"""Rocket"" - NOT THOMAS",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,,,,
7/10,71,"[0, 0, 1, 1, 2, 2, 2, 0, 0, 1, 2, 2, 2, 3, 4, 4, 2, 2, 2, 3, 3, 4, 2, 2, 2, 5, 3, 6, 2, 2, 2, 5, 5, 3, 6, 2, 2, 5, 5, 3, 3, 6, 2, 6, 6, 6, 6, 6, 6]","[3, 8, 18, 21, 33, 37, 48]",https://www.linkedin.com/games/queens/?puzzleId=71,"""Order and Chaos"" - NOT THOMAS",DB Game is good,Easy-Medium,7x7,Unique,TRUE,Hinter works,,,,
7/11,72,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 2, 3, 2, 2, 1, 1, 0, 2, 2, 3, 3, 3, 2, 2, 1, 0, 2, 3, 3, 3, 4, 4, 2, 1, 5, 2, 2, 3, 4, 4, 2, 2, 1, 5, 6, 2, 2, 4, 2, 2, 7, 8, 5, 6, 5, 2, 2, 2, 7, 7, 8, 5, 5, 5, 5, 5, 5, 5, 8, 8]","[3, 15, 22, 29, 41, 45, 61, 64, 80]",https://www.linkedin.com/games/queens/?puzzleId=72,"""Big O"" - NOT THOMAS",DB Game is good,Easy-Medium,9x9,Duplicate,TRUE,Hinter works,,,,
7/12,73,"[0, 0, 1, 1, 2, 2, 2, 2, 0, 3, 3, 1, 1, 1, 1, 2, 1, 3, 4, 4, 4, 4, 1, 1, 1, 1, 4, 5, 5, 5, 5, 1, 1, 1, 4, 5, 6, 6, 1, 1, 1, 1, 4, 5, 6, 7, 7, 1, 1, 1, 1, 5, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 15, 17, 30, 36, 42, 53, 59]",https://www.linkedin.com/games/queens/?puzzleId=73,"""V-Diagonal""",DB Game is good,Very Easy,8x8,Unique,,Hinter works,,,,
7/13,74,"[0, 0, 1, 1, 1, 1, 2, 2, 0, 3, 1, 2, 2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 4, 4, 3, 3, 3, 3, 5, 1, 4, 4, 3, 3, 1, 1, 1, 1, 6, 6, 3, 3, 3, 3, 3, 3, 3, 6, 3, 7, 3, 3, 3, 7, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7]","[1, 11, 22, 28, 34, 47, 48, 61]",https://www.linkedin.com/games/queens/?puzzleId=74,"""High Five"" - NOT THOMAS",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,,,,
7/14,75,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 2, 1, 1, 1, 3, 0, 4, 4, 4, 4, 4, 1, 1, 3, 0, 4, 4, 4, 4, 4, 1, 1, 3, 3, 4, 4, 4, 4, 4, 1, 1, 3, 3, 4, 4, 4, 4, 4, 1, 5, 3, 6, 6, 4, 4, 4, 1, 1, 5, 3, 6, 6, 6, 7, 5, 5, 5, 5, 3, 6, 6, 6, 5, 5, 5, 8, 8]","[6, 12, 19, 32, 36, 53, 56, 67, 79]",https://www.linkedin.com/games/queens/?puzzleId=75,"""Writing a Novel""",DB Game is good,Easy,9x9,Unique,TRUE,Hinter works,,,,
7/15,76,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 2, 2, 3, 1, 1, 4, 4, 4, 2, 3, 3, 5, 5, 4, 4, 4, 2, 3, 5, 5, 5, 4, 4, 6, 6, 5, 5, 5, 5, 4, 4, 6, 5, 5, 5, 5, 5, 7, 7, 5, 5, 5, 5, 5, 5, 7, 7, 5, 5, 5, 5, 5, 5]","[4, 15, 21, 27, 32, 42, 54, 57]",https://www.linkedin.com/games/queens/?puzzleId=76,"""Ice Cream"" - NOT THOMAS",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,90.40%,55.60%,,
7/16,77,"[0, 0, 1, 1, 0, 2, 2, 2, 0, 3, 1, 1, 0, 2, 2, 2, 0, 4, 4, 0, 0, 2, 2, 2, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0, 6, 6, 0, 5, 5, 5, 7, 0, 6, 6, 0, 0, 0, 0, 0, 0]","[3, 9, 21, 26, 39, 44, 54, 56]",https://www.linkedin.com/games/queens/?puzzleId=77,"""Squares"" - NOT THOMAS",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,95.40%,67.30%,,
